PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,ZngCdPr,ClassPr_S,ClassSc_S,LndAc_S,OthAc_S,GLA,BsmtLivArea,GrLivAreaBucks
907410050,1797,213500,60,RL,79.0,9245,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,0,0.0,0,0.0,939.0,939.0,GasA,5,Y,SBrkr,939,858,0,0.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,2006.0,2.0,2.0,639.0,3.0,3.0,Y,144,53,0,0,0,0,0,None,None,0,4,2007,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,63200.0,189400.0,1797.0,0.0,23
909254050,1512,231000,70,RL,54.0,7609,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,None,0.0,4,4,PConc,2,3,0,4,406.0,0,0.0,392.0,798.0,GasA,5,Y,SBrkr,798,714,0,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Detchd,1925.0,1.0,1.0,180.0,3.0,3.0,P,85,16,41,0,0,0,0,GdPrv,None,0,6,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1945 & OLDER,61600.0,184900.0,1512.0,406.0,17
531373060,1663,192500,60,RL,67.0,12774,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4,3,2,0,0.0,0,0.0,835.0,835.0,GasA,5,Y,SBrkr,835,828,0,0.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,2003.0,2.0,2.0,478.0,3.0,3.0,Y,168,68,0,0,0,0,0,None,None,0,7,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,59600.0,178700.0,1663.0,0.0,20
534451130,747,79900,30,RL,52.0,5825,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,3,4,PConc,2,3,1,0,0.0,0,0.0,600.0,600.0,GasA,4,Y,SBrkr,747,0,0,0.0,0.0,1,0,1,1,3,5,Typ,0,0,Detchd,1953.0,1.0,2.0,528.0,3.0,3.0,Y,0,0,32,0,0,0,0,None,None,0,6,2006,WD ,Normal,RL,RESIDENTIAL,1-STORY 1945 & OLDER,28400.0,85200.0,747.0,0.0,0
902206220,1633,129000,50,RM,69.0,11851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,0,3,780.0,0,0.0,247.0,1027.0,GasA,5,Y,SBrkr,1027,606,0,0.0,0.0,1,0,3,1,4,7,Typ,1,4,Detchd,1948.0,1.0,1.0,240.0,3.0,3.0,Y,0,100,126,0,0,0,0,None,None,0,6,2010,WD ,Normal,RM,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,53400.0,160000.0,1633.0,780.0,19
527164020,1190,166000,20,RL,58.0,7250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,45.0,3,3,PConc,4,3,0,0,0.0,0,0.0,1181.0,1181.0,GasA,5,Y,SBrkr,1190,0,0,0.0,0.0,2,0,3,1,4,6,Typ,1,3,Attchd,1993.0,1.0,2.0,430.0,3.0,3.0,Y,0,21,0,0,0,0,0,None,None,0,11,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,52500.0,157400.0,1190.0,0.0,9
527107130,1628,189000,80,RL,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,PConc,4,3,0,5,284.0,0,0.0,100.0,384.0,GasA,4,Y,SBrkr,958,670,0,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1996.0,3.0,2.0,390.0,3.0,3.0,Y,48,72,0,0,0,0,0,None,Shed,490,6,2009,WD ,Normal,RL,RESIDENTIAL,SPLIT OR MULTI-LEVEL,53800.0,161500.0,1628.0,284.0,19
923225200,1475,129500,160,RM,41.0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,0,4,318.0,0,0.0,232.0,550.0,GasA,3,Y,SBrkr,925,550,0,0.0,0.0,2,0,4,1,3,6,Typ,1,3,Attchd,1976.0,1.0,1.0,336.0,3.0,3.0,Y,92,26,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,F-PRD,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,28700.0,85900.0,1475.0,318.0,16
909251030,1422,136500,30,RL,54.0,7223,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,3,3,PConc,3,3,1,3,319.0,0,0.0,971.0,1290.0,GasA,3,Y,SBrkr,1422,0,0,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1973.0,1.0,1.0,352.0,3.0,3.0,Y,0,0,64,0,0,0,0,MnPrv,None,0,4,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1945 & OLDER,45000.0,135000.0,1422.0,319.0,14
907194130,1776,192500,60,RL,65.0,14006,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,3,PConc,4,3,0,0,0.0,0,0.0,936.0,936.0,GasA,5,Y,SBrkr,936,840,0,0.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,2002.0,2.0,2.0,474.0,3.0,3.0,Y,144,96,0,0,0,0,0,None,None,0,2,2006,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,67700.0,203100.0,1770.0,0.0,23
907250070,1611,250000,20,RL,90.0,11664,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,5,1234.0,0,0.0,335.0,1569.0,GasA,5,Y,SBrkr,1611,0,0,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2002.0,2.0,3.0,1231.0,3.0,3.0,Y,262,93,0,0,0,0,0,None,None,0,9,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,74900.0,224800.0,1611.0,1234.0,19
903454080,1376,119500,50,RM,50.0,8600,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,0,0.0,0,0.0,780.0,780.0,GasA,3,Y,SBrkr,780,596,0,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Detchd,1937.0,1.0,1.0,198.0,3.0,3.0,N,0,0,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,UCRM,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,41200.0,123700.0,1376.0,0.0,13
534250335,1670,170000,60,RL,84.38775510204081,13355,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,4,0,4,583.0,0,0.0,242.0,825.0,GasA,3,Y,SBrkr,845,825,0,0.0,0.0,1,1,4,1,3,7,Typ,0,0,Attchd,1971.0,3.0,2.0,464.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,5,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,55600.0,166800.0,1670.0,583.0,20
528108130,2020,404000,20,RL,95.0,12350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,5,3,PConc,5,3,2,5,1232.0,0,0.0,788.0,2020.0,GasA,5,Y,SBrkr,2020,0,0,1.0,0.0,2,0,3,1,5,7,Typ,1,4,Attchd,2008.0,2.0,3.0,896.0,3.0,3.0,Y,192,98,0,0,0,0,0,None,None,0,5,2009,WD ,Normal,FS-RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,108500.0,325600.0,2019.0,1232.0,26
923230010,1432,157000,60,RL,68.0,8286,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,0,2,531.0,0,0.0,185.0,716.0,GasA,5,Y,SBrkr,716,716,0,1.0,0.0,1,1,3,1,3,6,Typ,1,4,Attchd,1977.0,3.0,2.0,531.0,3.0,3.0,Y,0,136,0,0,240,0,0,GdPrv,None,0,6,2007,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,44000.0,131800.0,1432.0,531.0,14
909281030,1091,104000,20,RL,79.0,7801,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,3,2,PConc,3,3,0,2,500.0,0,0.0,591.0,1091.0,GasA,2,N,FuseA,1091,0,0,0.0,1.0,1,0,2,1,3,5,Typ,1,3,Attchd,1951.0,3.0,1.0,344.0,3.0,3.0,Y,66,105,0,0,221,0,0,MnPrv,None,0,5,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,94500.0,283500.0,2595.0,500.0,6
527451320,1302,112000,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3,3,CBlock,3,3,0,0,0.0,0,0.0,630.0,630.0,GasA,3,Y,SBrkr,630,672,0,0.0,0.0,2,1,3,1,3,6,Typ,0,0,Detchd,1991.0,1.0,1.0,280.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,5,2009,COD,Abnorml,F-PRD,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,31000.0,92900.0,1302.0,0.0,11
535303110,1062,131000,20,RL,53.0,8128,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,3,3,CBlock,3,3,0,4,490.0,0,0.0,572.0,1062.0,GasA,4,Y,SBrkr,1062,0,0,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1954.0,1.0,1.0,297.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,2,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,37700.0,113100.0,1062.0,490.0,6
528456200,1278,198600,20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,5,24.0,0,0.0,1254.0,1278.0,GasA,5,Y,SBrkr,1278,0,0,0.0,0.0,2,0,2,1,4,5,Typ,0,0,Attchd,2006.0,2.0,2.0,584.0,3.0,3.0,Y,0,60,0,0,0,0,0,None,None,0,10,2006,New,Partial,F-VR,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,60300.0,180800.0,1278.0,24.0,11
528120010,2152,260116,60,RL,134.0,16659,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,0,0.0,0,0.0,1582.0,1582.0,GasA,5,Y,SBrkr,1582,570,0,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Detchd,2007.0,1.0,2.0,728.0,3.0,3.0,Y,0,368,0,0,0,0,0,None,None,0,6,2007,New,Partial,FS-RL,RESIDENTIAL,2-STORY 1946 & NEWER,93500.0,280600.0,2090.0,0.0,27
902207170,792,99500,30,RM,60.0,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0.0,4,3,PConc,2,3,0,0,0.0,0,0.0,624.0,624.0,GasA,3,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1963.0,1.0,1.0,287.0,3.0,3.0,Y,0,0,81,0,0,0,0,GdWo,None,0,2,2009,WD ,Normal,UCRM,RESIDENTIAL,1-STORY 1945 & OLDER,31500.0,94500.0,792.0,0.0,0
923204140,1632,143000,90,RL,100.0,25000,Pave,None,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,2,0,0.0,0,0.0,1632.0,1632.0,GasA,3,Y,SBrkr,1632,0,0,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Attchd,1967.0,1.0,2.0,576.0,3.0,3.0,P,0,0,0,0,0,0,0,None,None,0,6,2007,WD ,Normal,RL,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,48600.0,145800.0,1632.0,0.0,19
906223080,1879,239900,60,RL,85.0,10560,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,0,5,474.0,0,0.0,605.0,1079.0,GasA,5,Y,SBrkr,1079,800,0,1.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1993.0,2.0,2.0,473.0,3.0,3.0,Y,400,100,144,0,0,0,0,MnPrv,None,0,8,2009,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,61300.0,183700.0,1879.0,474.0,24
532378050,1024,120875,20,RL,80.72093023255815,13052,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,2,712.0,0,0.0,312.0,1024.0,GasA,3,Y,SBrkr,1024,0,0,0.0,0.0,1,1,3,1,3,5,Typ,0,0,Attchd,1965.0,1.0,1.0,308.0,3.0,3.0,Y,0,0,0,0,0,0,0,MnPrv,None,0,1,2006,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,44400.0,133100.0,1192.0,712.0,5
906204140,1982,228500,60,RL,82.0,11287,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,2,5,421.0,0,0.0,386.0,807.0,GasA,4,Y,SBrkr,1175,807,0,0.0,0.0,2,1,3,1,4,7,Typ,1,3,Attchd,1989.0,3.0,2.0,575.0,3.0,3.0,Y,0,84,0,196,0,0,0,None,None,0,1,2007,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,65100.0,195200.0,1982.0,421.0,25
923202137,1092,146000,20,RL,77.0,9278,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Feedr,Artery,1Fam,1Story,5,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,0,0.0,0,0.0,1092.0,1092.0,GasA,5,Y,SBrkr,1092,0,0,0.0,0.0,1,0,2,1,3,5,Typ,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,Y,0,52,0,0,0,0,0,None,None,0,2,2008,WD ,Abnorml,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,40100.0,120400.0,1092.0,0.0,6
907280040,2098,240000,60,RL,75.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,0,0.0,0,0.0,1040.0,1040.0,GasA,5,Y,SBrkr,1044,1054,0,0.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1997.0,3.0,2.0,621.0,3.0,3.0,Y,331,38,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,65200.0,195700.0,2098.0,0.0,26
528170070,2046,284000,60,RL,85.0,10625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4,3,0,5,866.0,0,0.0,132.0,998.0,GasA,5,Y,SBrkr,1006,1040,0,1.0,0.0,2,1,3,1,4,8,Typ,1,4,BuiltIn,2003.0,2.0,3.0,871.0,3.0,3.0,Y,320,62,0,0,0,0,0,None,None,0,8,2008,WD ,Normal,FS-RL,RESIDENTIAL,2-STORY 1946 & NEWER,80100.0,240100.0,2046.0,866.0,26
909451020,1032,116500,160,RM,24.0,1879,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,0,5,366.0,0,0.0,150.0,516.0,GasA,3,Y,SBrkr,516,516,0,0.0,0.0,1,0,2,1,3,5,Typ,1,3,Detchd,1980.0,1.0,2.0,462.0,3.0,3.0,Y,213,0,0,0,0,0,0,GdPrv,None,0,12,2008,WD ,Normal,F-PRD,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,35400.0,106000.0,1032.0,366.0,5
902300260,1450,132000,75,RM,53.0,5350,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,0,3,116.0,0,0.0,508.0,624.0,GasA,5,Y,SBrkr,730,720,0,0.0,0.0,1,0,3,1,3,7,Typ,0,0,Detchd,1935.0,1.0,1.0,288.0,3.0,3.0,Y,0,192,0,0,0,0,0,MnPrv,None,0,3,2008,WD ,Normal,RM,RESIDENTIAL,2-1/2 STORY ALL AGES,41100.0,123100.0,1450.0,116.0,15
911226010,894,81000,30,C (all),120.0,18000,Grvl,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,0,0,0.0,0,0.0,894.0,894.0,GasA,3,Y,SBrkr,894,0,0,0.0,0.0,1,0,2,1,3,6,Typ,0,0,Detchd,1994.0,2.0,3.0,1248.0,3.0,3.0,Y,0,20,0,0,0,0,0,None,Shed,560,8,2008,ConLD,Normal,HOC,RESIDENTIAL,1-STORY 1945 & OLDER,34800.0,104500.0,894.0,0.0,2
535375160,1159,114000,50,RL,45.0,7506,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,0,0,0.0,0,0.0,747.0,747.0,GasA,3,Y,SBrkr,747,412,0,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1932.0,1.0,1.0,288.0,2.0,3.0,N,84,0,96,0,0,0,0,None,None,0,5,2008,WD ,Normal,RL,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,36300.0,108900.0,1159.0,0.0,8
527405160,864,120500,20,RL,60.0,6960,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0,4,375.0,3,239.0,250.0,864.0,GasA,3,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,4,5,Typ,0,0,Detchd,1989.0,1.0,2.0,660.0,3.0,3.0,Y,96,0,0,0,0,0,0,None,Shed,500,11,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,38300.0,114800.0,864.0,614.0,1
534200030,864,130000,20,RL,62.0,7130,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3,3,0,3,648.0,0,0.0,216.0,864.0,GasA,3,Y,SBrkr,864,0,0,0.0,1.0,1,0,2,1,3,5,Typ,0,0,Attchd,1967.0,3.0,1.0,312.0,3.0,3.0,Y,0,0,0,0,0,0,0,GdPrv,None,0,6,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,37000.0,111000.0,864.0,648.0,1
528186110,1666,310090,120,RL,48.0,6373,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,5,3,PConc,5,4,0,5,415.0,0,0.0,1251.0,1666.0,GasA,5,Y,SBrkr,1666,0,0,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,2.0,2.0,575.0,3.0,3.0,Y,228,75,0,0,0,0,0,None,None,0,6,2006,New,Partial,FS-RL,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,83900.0,251800.0,1666.0,415.0,20
527450110,987,103400,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,3,3,0,1,458.0,0,0.0,25.0,483.0,GasA,3,Y,SBrkr,483,504,0,0.0,1.0,1,1,2,1,3,5,Typ,0,0,Detchd,1973.0,1.0,1.0,264.0,3.0,3.0,Y,52,0,0,0,0,0,0,None,None,0,2,2008,WD ,Normal,F-PRD,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,29400.0,88000.0,987.0,458.0,4
528292030,2312,245000,60,RL,58.0,15896,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,0,4,913.0,0,0.0,264.0,1177.0,GasA,5,Y,SBrkr,1223,1089,0,1.0,0.0,2,1,4,1,4,8,Typ,1,3,BuiltIn,1999.0,3.0,3.0,658.0,3.0,3.0,Y,298,0,0,0,0,0,0,None,None,0,5,2009,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,78600.0,235800.0,2312.0,913.0,27
535177020,1144,120000,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,3,3,CBlock,3,3,0,0,0.0,0,0.0,1144.0,1144.0,GasA,3,Y,SBrkr,1144,0,0,0.0,0.0,1,0,3,1,3,6,Typ,1,4,Attchd,1960.0,2.0,1.0,336.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,6,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,38000.0,113900.0,1144.0,0.0,8
535478110,1025,124000,190,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,4,953.0,0,0.0,72.0,1025.0,GasA,3,Y,SBrkr,1025,0,0,1.0,0.0,1,0,3,1,3,6,Typ,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,Y,96,80,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,RL,RESIDENTIAL,SPLIT FOYER,36700.0,110100.0,1087.0,953.0,5
528142070,2358,329900,60,RL,82.0,11643,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,4,3,PConc,5,3,2,5,880.0,0,0.0,644.0,1524.0,GasA,5,Y,SBrkr,1544,814,0,1.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2005.0,3.0,3.0,784.0,3.0,3.0,Y,120,34,0,0,0,0,0,None,None,0,8,2006,New,Partial,FS-RL,RESIDENTIAL,2-STORY 1946 & NEWER,106900.0,320600.0,2667.0,880.0,28
527276040,1488,133000,20,RL,91.70370370370371,47280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,3,3,CBlock,3,3,0,0,0.0,0,0.0,1488.0,1488.0,GasA,4,Y,SBrkr,1488,0,0,0.0,0.0,2,1,3,1,3,6,Typ,1,3,Attchd,1950.0,2.0,2.0,738.0,3.0,3.0,Y,0,0,180,0,0,0,0,None,None,0,7,2008,WD ,Family,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,64500.0,193400.0,1488.0,0.0,16
908127070,1179,110000,20,RL,80.0,8240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,3,3,CBlock,3,3,0,0,0.0,0,0.0,1179.0,1179.0,GasA,4,Y,SBrkr,1179,0,0,0.0,0.0,1,0,2,1,3,5,Min2,0,0,Attchd,1960.0,3.0,2.0,622.0,3.0,3.0,P,0,0,0,0,0,0,0,GdPrv,None,0,6,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,39500.0,118600.0,1179.0,0.0,8
